order_id,customer_id,product_id,order_date,quantity,price,total_amount
2246,429,94,2025-02-11,2,19133.71,38267.42
2247,34,83,2026-04-13,1,2419.59,2419.59
2248,4950,64,2026-04-29,1,14413.18,14413.18
2249,2021,27,2026-07-11,1,27547.37,27547.37
2250,2947,42,2025-05-28,3,8523.29,25569.87
2251,652,79,2026-05-11,4,5403.22,21612.88
2252,4576,54,2025-10-07,3,29989.49,89968.47
2253,2537,60,2025-07-20,4,29233.32,116933.28
2254,2314,35,2026-05-14,2,23136.19,46272.38
2255,4813,9,2026-07-11,1,9750.32,9750.32
2256,309,54,2025-09-08,4,29989.49,119957.96
2257,3649,94,2025-05-07,3,19133.71,57401.13
2258,446,73,2026-01-01,4,14958.13,59832.52
2259,2048,94,2025-07-23,1,19133.71,19133.71
2260,2935,11,2025-01-27,4,43706.96,174827.84
2261,523,73,2025-06-22,2,14958.13,29916.26
2262,4286,32,2026-03-01,2,19025.95,38051.9
2263,3425,64,2026-04-19,4,14413.18,57652.72
2264,939,89,2025-09-29,2,31386.99,62773.98
2265,2250,59,2026-05-10,4,27544.34,110177.36
2266,3815,89,2026-07-10,1,31386.99,31386.99
2267,2417,58,2025-09-18,1,46232.85,46232.85
2268,3140,49,2025-06-04,2,33614.54,67229.08
2269,983,18,2025-06-14,3,791.19,2373.57
2270,4550,62,2025-04-24,1,47464.16,47464.16
2271,1853,16,2026-05-04,3,43840.44,131521.32
2272,4464,87,2025-11-13,1,16071.12,16071.12
2273,3645,23,2025-06-27,1,43854.59,43854.59
2274,4269,13,2025-04-08,1,12485.08,12485.08
2275,1841,24,2026-05-14,3,45641.76,136925.28
2276,2455,78,2026-04-26,1,8725.0,8725.0
2277,3186,10,2026-02-12,2,2693.21,5386.42
2278,3315,27,2025-03-05,4,27547.37,110189.48
2279,1752,68,2026-04-06,4,41179.83,164719.32
2280,2229,55,2026-03-19,1,13367.33,13367.33
2281,3963,11,2025-10-11,1,43706.96,43706.96
2282,4565,86,2026-03-22,3,16295.06,48885.18
2283,776,29,2025-01-25,1,49931.14,49931.14
2284,1730,8,2025-09-17,4,39083.12,156332.48
2285,4796,98,2025-11-10,2,34248.24,68496.48
2286,598,11,2025-01-19,2,43706.96,87413.92
2287,1777,64,2026-06-23,3,14413.18,43239.54
2288,4209,3,2025-01-13,3,25357.17,76071.51
2289,1892,79,2025-09-29,4,5403.22,21612.88
2290,1246,7,2025-07-17,1,29152.05,29152.05
2291,4094,80,2026-07-07,4,12028.3,48113.2
2292,4066,10,2025-11-23,4,2693.21,10772.84
2293,3714,57,2025-09-01,4,25969.56,103878.24
2294,4939,1,2025-03-17,1,9860.9,9860.9
2295,1415,4,2025-12-05,1,26660.27,26660.27
2296,1129,8,2026-05-13,1,39083.12,39083.12
2297,4882,46,2025-08-22,2,10101.66,20203.32
2298,4123,40,2025-01-27,1,28082.68,28082.68
2299,1584,5,2026-01-23,2,40317.93,80635.86
2300,2781,27,2026-02-06,3,27547.37,82642.11
2301,1928,69,2025-06-04,3,9605.74,28817.22
2302,4179,37,2025-03-21,2,1323.97,2647.94
2303,1641,29,2025-01-21,4,49931.14,199724.56
2304,2071,15,2025-12-22,1,20590.51,20590.51
2305,1147,59,2026-03-01,4,27544.34,110177.36
2306,1020,78,2026-08-01,2,8725.0,17450.0
2307,3083,17,2025-05-11,1,15039.39,15039.39
2308,2198,21,2025-04-17,1,18921.73,18921.73
2309,4990,17,2025-07-30,4,15039.39,60157.56
2310,456,57,2025-06-02,1,25969.56,25969.56
2311,706,87,2025-09-27,3,16071.12,48213.36
2312,1844,65,2025-12-01,1,42241.64,42241.64
2313,3628,6,2025-08-14,3,39609.37,118828.11
2314,4660,40,2026-06-06,4,28082.68,112330.72
2315,4581,69,2026-01-04,3,9605.74,28817.22
2316,4803,8,2025-01-05,1,39083.12,39083.12
2317,3164,79,2026-02-04,3,5403.22,16209.66
2318,2504,66,2025-03-08,1,21733.34,21733.34
2319,4758,98,2025-11-25,4,34248.24,136992.96
2320,1149,81,2026-07-15,3,19119.05,57357.15
2321,661,28,2025-04-24,2,47465.8,94931.6
2322,4043,51,2025-08-13,1,5697.63,5697.63
2323,3845,38,2026-03-24,1,34408.99,34408.99
2324,931,92,2025-02-08,1,42999.84,42999.84
2325,3118,45,2025-09-15,1,26833.09,26833.09
2326,3969,94,2025-04-18,4,19133.71,76534.84
2327,2234,99,2025-06-06,4,1180.22,4720.88
2328,1258,60,2026-04-04,3,29233.32,87699.96
2329,1613,57,2025-05-12,3,25969.56,77908.68
2330,3178,28,2026-06-11,1,47465.8,47465.8
2331,3558,62,2025-03-20,3,47464.16,142392.48
2332,3576,39,2025-09-04,1,14841.37,14841.37
2333,1993,18,2025-05-09,2,791.19,1582.38
2334,2285,50,2025-02-16,1,37746.1,37746.1
2335,3691,71,2026-07-05,4,14674.02,58696.08
2336,353,95,2026-05-12,4,43589.34,174357.36
2337,255,14,2025-04-27,1,34826.88,34826.88
2338,2782,4,2026-05-08,3,26660.27,79980.81
2339,3232,94,2025-08-19,2,19133.71,38267.42
2340,2499,27,2026-08-12,1,27547.37,27547.37
2341,3511,32,2025-01-30,2,19025.95,38051.9
2342,4796,2,2026-05-17,4,14385.66,57542.64
2343,28,43,2025-01-21,1,20477.25,20477.25
2344,828,75,2025-11-23,4,11645.34,46581.36
2345,697,37,2025-08-28,1,1323.97,1323.97
2346,1338,92,2025-10-10,2,42999.84,85999.68
2347,806,5,2026-06-16,3,40317.93,120953.79
2348,3369,8,2026-08-03,1,39083.12,39083.12
2349,1896,21,2026-04-10,4,18921.73,75686.92
2350,4942,69,2025-05-03,1,9605.74,9605.74
2351,3488,92,2026-07-08,1,42999.84,42999.84
2352,425,86,2025-08-25,3,16295.06,48885.18
2353,263,63,2026-08-17,3,38903.86,116711.58
2354,2831,3,2025-08-09,3,25357.17,76071.51
2355,3945,35,2025-10-19,3,23136.19,69408.57
2356,1422,27,2026-04-23,1,27547.37,27547.37
2357,2674,48,2025-09-10,1,8037.45,8037.45
2358,1859,33,2025-02-26,4,603.79,2415.16
2359,1775,54,2026-03-01,4,29989.49,119957.96
2360,241,34,2026-04-24,4,660.78,2643.12
2361,3353,67,2026-06-01,4,41467.62,165870.48
2362,1719,92,2026-03-08,2,42999.84,85999.68
2363,2806,74,2026-04-20,1,36333.3,36333.3
2364,236,52,2025-03-27,1,23496.56,23496.56
2365,574,15,2025-10-30,2,20590.51,41181.02
2366,1635,25,2026-08-16,1,13445.51,13445.51
2367,32,65,2026-03-07,3,42241.64,126724.92
2368,854,94,2026-02-08,2,19133.71,38267.42
2369,2145,19,2025-03-02,4,15172.65,60690.6
2370,4650,65,2025-10-01,1,42241.64,42241.64
2371,579,57,2026-03-13,2,25969.56,51939.12
2372,1543,3,2025-06-27,2,25357.17,50714.34
2373,1814,1,2025-04-05,2,9860.9,19721.8
2374,48,42,2026-05-01,4,8523.29,34093.16
2375,1045,33,2025-10-10,3,603.79,1811.37
2376,3965,73,2025-02-25,3,14958.13,44874.39
2377,3344,73,2026-08-04,1,14958.13,14958.13
2378,854,86,2026-06-29,2,16295.06,32590.12
2379,2030,22,2025-03-20,1,26836.66,26836.66
2380,1225,81,2026-05-19,1,19119.05,19119.05
2381,1917,43,2025-08-26,2,20477.25,40954.5
2382,108,15,2025-05-20,1,20590.51,20590.51
2383,2011,1,2025-07-10,4,9860.9,39443.6
2384,1276,17,2025-09-05,1,15039.39,15039.39
2385,3576,79,2025-09-15,3,5403.22,16209.66
2386,4146,13,2026-02-11,4,12485.08,49940.32
2387,4756,60,2025-06-04,1,29233.32,29233.32
2388,2187,96,2025-02-21,2,33224.76,66449.52
2389,1761,84,2025-07-19,3,48534.55,145603.65
2390,1166,19,2026-08-22,3,15172.65,45517.95
2391,3780,8,2025-01-17,4,39083.12,156332.48
2392,2583,30,2025-01-24,2,11923.28,23846.56
2393,1685,73,2025-10-01,3,14958.13,44874.39
2394,1261,47,2025-12-11,1,25518.62,25518.62
2395,884,87,2026-06-07,1,16071.12,16071.12
2396,1737,13,2025-02-18,1,12485.08,12485.08
2397,1384,32,2025-10-08,4,19025.95,76103.8
2398,399,95,2025-12-08,1,43589.34,43589.34
2399,2678,18,2025-09-26,1,791.19,791.19
2400,237,47,2025-07-18,4,25518.62,102074.48
2401,3847,37,2026-05-31,2,1323.97,2647.94
2402,3248,9,2026-01-14,2,9750.32,19500.64
2403,30,60,2025-06-09,4,29233.32,116933.28
2404,1824,51,2025-06-07,3,5697.63,17092.89
2405,3648,62,2026-07-17,2,47464.16,94928.32
2406,799,98,2026-07-07,2,34248.24,68496.48
2407,556,17,2026-04-26,1,15039.39,15039.39
2408,3355,43,2025-01-24,4,20477.25,81909.0
2409,2222,62,2025-03-22,2,47464.16,94928.32
2410,2664,36,2026-08-21,1,24519.08,24519.08
2411,856,32,2025-12-08,2,19025.95,38051.9
2412,524,2,2026-02-09,4,14385.66,57542.64
2413,912,72,2026-01-09,1,15015.13,15015.13
2414,1602,82,2026-07-02,2,23900.14,47800.28
2415,2872,99,2025-11-14,2,1180.22,2360.44
2416,4947,31,2026-07-01,1,36403.6,36403.6
2417,537,31,2026-04-16,1,36403.6,36403.6
2418,1645,24,2026-08-11,2,45641.76,91283.52
2419,902,57,2026-04-14,4,25969.56,103878.24
2420,4830,15,2026-05-05,2,20590.51,41181.02
2421,282,9,2026-01-20,3,9750.32,29250.96
2422,1238,97,2026-07-25,4,17217.25,68869.0
2423,2113,85,2025-11-08,1,35859.94,35859.94
2424,2841,54,2026-04-22,2,29989.49,59978.98
2425,257,80,2026-07-02,2,12028.3,24056.6
2426,4378,49,2026-05-16,2,33614.54,67229.08
2427,4312,71,2026-03-08,2,14674.02,29348.04
2428,4136,39,2025-11-03,3,14841.37,44524.11
2429,2155,55,2026-06-28,4,13367.33,53469.32
2430,1035,87,2025-04-25,2,16071.12,32142.24
2431,3486,36,2026-07-11,3,24519.08,73557.24
2432,2415,42,2025-07-08,2,8523.29,17046.58
2433,1654,98,2025-08-29,4,34248.24,136992.96
2434,2193,89,2026-05-25,1,31386.99,31386.99
2435,2723,57,2026-03-14,2,25969.56,51939.12
2436,965,3,2026-08-16,2,25357.17,50714.34
2437,4545,38,2026-06-28,1,34408.99,34408.99
2438,3764,72,2025-07-21,1,15015.13,15015.13
2439,1186,100,2025-06-21,4,36835.0,147340.0
2440,1654,88,2025-05-19,2,22537.42,45074.84
2441,2186,87,2026-06-08,2,16071.12,32142.24
2442,1550,94,2025-10-27,1,19133.71,19133.71
2443,519,67,2025-09-11,4,41467.62,165870.48
2444,3575,100,2025-03-09,2,36835.0,73670.0
2445,5000,21,2025-11-01,4,18921.73,75686.92
2446,2127,68,2026-05-13,1,41179.83,41179.83
2447,712,75,2025-10-28,3,11645.34,34936.02
2448,2837,33,2026-03-08,4,603.79,2415.16
2449,66,2,2026-01-16,3,14385.66,43156.98
2450,4502,4,2025-08-02,1,26660.27,26660.27
2451,4211,27,2026-04-05,4,27547.37,110189.48
2452,2522,26,2026-02-23,2,23214.6,46429.2
2453,3877,6,2026-07-29,2,39609.37,79218.74
2454,1692,87,2025-04-04,1,16071.12,16071.12
2455,4494,18,2025-01-07,1,791.19,791.19
2456,4698,78,2026-08-05,4,8725.0,34900.0
2457,2118,70,2026-08-24,3,35116.83,105350.49
2458,2201,43,2025-02-26,3,20477.25,61431.75
2459,762,82,2026-04-16,1,23900.14,23900.14
2460,4243,80,2025-02-22,4,12028.3,48113.2
2461,2147,48,2025-10-20,4,8037.45,32149.8
2462,4677,50,2025-08-17,3,37746.1,113238.3
2463,784,86,2025-10-22,4,16295.06,65180.24
2464,708,14,2025-10-26,1,34826.88,34826.88
2465,3697,4,2026-08-17,1,26660.27,26660.27
2466,560,62,2025-10-07,4,47464.16,189856.64
2467,4726,63,2026-02-24,4,38903.86,155615.44
2468,1087,67,2025-09-14,1,41467.62,41467.62
2469,320,97,2025-04-15,2,17217.25,34434.5
2470,4349,42,2025-09-29,4,8523.29,34093.16
2471,1621,78,2025-02-02,2,8725.0,17450.0
2472,3544,44,2026-03-24,3,11767.21,35301.63
2473,4050,98,2026-05-13,1,34248.24,34248.24
2474,3952,97,2025-09-25,1,17217.25,17217.25
2475,3374,62,2025-02-03,4,47464.16,189856.64
2476,1610,19,2026-06-04,2,15172.65,30345.3
2477,302,66,2025-07-08,4,21733.34,86933.36
2478,3759,83,2025-05-03,2,2419.59,4839.18
2479,2089,64,2025-12-06,1,14413.18,14413.18
2480,1052,27,2025-03-19,2,27547.37,55094.74
2481,3205,65,2025-06-27,1,42241.64,42241.64
2482,3541,79,2025-06-09,1,5403.22,5403.22
2483,2300,32,2026-08-18,3,19025.95,57077.85
2484,2004,32,2025-03-11,2,19025.95,38051.9
2485,2026,11,2025-10-19,1,43706.96,43706.96
2486,3588,79,2025-11-08,3,5403.22,16209.66
2487,327,50,2025-02-10,1,37746.1,37746.1
2488,771,41,2026-06-10,2,15185.77,30371.54
2489,3702,2,2025-08-06,2,14385.66,28771.32
2490,2925,53,2025-05-31,2,3729.41,7458.82
2491,791,3,2026-04-20,1,25357.17,25357.17
2492,4098,47,2025-07-07,4,25518.62,102074.48
2493,1398,79,2025-06-14,4,5403.22,21612.88
2494,3363,58,2025-02-25,2,46232.85,92465.7
2495,4219,15,2026-07-25,2,20590.51,41181.02
2496,4966,78,2025-11-18,3,8725.0,26175.0
2497,144,76,2026-07-16,2,245.11,490.22
2498,2232,43,2026-02-03,4,20477.25,81909.0
2499,1607,59,2025-09-19,3,27544.34,82633.02
2500,876,92,2026-05-17,1,42999.84,42999.84
2501,2161,55,2025-12-12,1,13367.33,13367.33
2502,3038,51,2025-08-15,2,5697.63,11395.26
2503,4184,78,2025-04-11,3,8725.0,26175.0
2504,3345,94,2025-05-27,4,19133.71,76534.84
2505,2014,10,2025-07-09,1,2693.21,2693.21
2506,1444,25,2025-09-28,3,13445.51,40336.53
2507,899,78,2025-03-16,2,8725.0,17450.0
2508,1075,92,2025-10-22,3,42999.84,128999.52
2509,1981,31,2025-12-14,1,36403.6,36403.6
2510,1876,50,2026-07-29,4,37746.1,150984.4
2511,1477,22,2025-07-29,4,26836.66,107346.64
2512,2958,72,2025-12-30,3,15015.13,45045.39
2513,2172,30,2025-05-18,2,11923.28,23846.56
2514,1071,2,2025-12-23,2,14385.66,28771.32
2515,4509,7,2025-10-14,4,29152.05,116608.2
2516,680,73,2026-02-28,3,14958.13,44874.39
2517,4661,85,2026-01-30,2,35859.94,71719.88
2518,3103,18,2025-03-19,2,791.19,1582.38
2519,2086,90,2025-05-06,4,7489.38,29957.52
2520,2791,23,2026-08-06,4,43854.59,175418.36
2521,1905,74,2025-06-10,3,36333.3,108999.9
2522,604,44,2026-06-09,1,11767.21,11767.21
2523,2435,80,2025-07-30,2,12028.3,24056.6
2524,2833,6,2026-06-05,3,39609.37,118828.11
2525,4421,59,2025-04-15,3,27544.34,82633.02
2526,4314,95,2025-12-13,4,43589.34,174357.36
2527,1919,67,2025-05-31,3,41467.62,124402.86
2528,1622,32,2026-04-15,4,19025.95,76103.8
2529,2542,98,2026-01-24,1,34248.24,34248.24
2530,3277,60,2026-08-13,2,29233.32,58466.64
2531,970,62,2026-01-19,2,47464.16,94928.32
2532,1572,12,2025-06-18,3,3962.61,11887.83
2533,3274,66,2026-07-31,2,21733.34,43466.68
2534,2251,29,2025-07-06,3,49931.14,149793.42
2535,2778,93,2026-03-13,2,12961.5,25923.0
2536,1065,87,2025-05-27,1,16071.12,16071.12
2537,320,68,2026-03-06,1,41179.83,41179.83
2538,4389,20,2026-06-23,3,28988.14,86964.42
2539,3632,7,2025-07-25,2,29152.05,58304.1
2540,2346,6,2026-01-31,2,39609.37,79218.74
2541,1858,94,2025-03-01,4,19133.71,76534.84
2542,750,38,2025-06-05,4,34408.99,137635.96
2543,3506,6,2025-03-26,3,39609.37,118828.11
2544,3663,25,2026-03-30,1,13445.51,13445.51
2545,852,72,2026-03-22,3,15015.13,45045.39
2546,3722,14,2025-09-24,2,34826.88,69653.76
2547,761,99,2026-06-01,3,1180.22,3540.66
2548,230,70,2026-02-11,1,35116.83,35116.83
2549,864,46,2026-05-30,3,10101.66,30304.98
2550,740,55,2025-12-02,2,13367.33,26734.66
2551,4400,78,2025-09-18,4,8725.0,34900.0
2552,2553,89,2026-05-17,3,31386.99,94160.97
2553,4648,43,2026-02-02,3,20477.25,61431.75
2554,4028,46,2025-04-14,3,10101.66,30304.98
2555,176,24,2026-04-26,2,45641.76,91283.52
2556,4861,34,2026-06-25,2,660.78,1321.56
2557,492,47,2025-01-20,4,25518.62,102074.48
2558,32,70,2025-01-04,4,35116.83,140467.32
2559,589,89,2025-08-21,4,31386.99,125547.96
2560,2803,48,2025-05-31,1,8037.45,8037.45
2561,1507,80,2026-04-07,3,12028.3,36084.9
2562,76,64,2026-02-22,2,14413.18,28826.36
2563,432,32,2025-12-29,1,19025.95,19025.95
2564,3567,2,2026-05-04,1,14385.66,14385.66
2565,1271,5,2025-06-27,2,40317.93,80635.86
2566,3027,83,2025-02-14,2,2419.59,4839.18
2567,3471,33,2026-07-03,2,603.79,1207.58
2568,4204,97,2026-08-16,1,17217.25,17217.25
2569,3000,89,2026-08-11,3,31386.99,94160.97
2570,557,97,2025-06-17,2,17217.25,34434.5
2571,3900,29,2025-04-09,4,49931.14,199724.56
2572,1303,45,2025-03-08,1,26833.09,26833.09
2573,2865,19,2025-02-10,3,15172.65,45517.95
2574,1999,95,2025-04-15,2,43589.34,87178.68
2575,4411,54,2025-07-20,1,29989.49,29989.49
2576,2871,73,2025-05-16,1,14958.13,14958.13
2577,1868,17,2025-09-30,4,15039.39,60157.56
2578,2993,33,2025-02-08,2,603.79,1207.58
2579,4628,86,2026-07-29,3,16295.06,48885.18
2580,930,94,2026-01-16,4,19133.71,76534.84
2581,581,71,2025-07-08,1,14674.02,14674.02
2582,1329,53,2025-07-29,1,3729.41,3729.41
2583,3049,89,2026-03-13,3,31386.99,94160.97
2584,2366,14,2025-08-04,3,34826.88,104480.64
2585,564,16,2026-05-08,2,43840.44,87680.88
2586,254,11,2025-01-07,3,43706.96,131120.88
2587,2200,15,2026-01-19,3,20590.51,61771.53
2588,4776,74,2025-06-10,4,36333.3,145333.2
2589,4282,93,2026-07-28,2,12961.5,25923.0
2590,2548,26,2025-02-16,2,23214.6,46429.2
2591,4585,31,2025-12-12,2,36403.6,72807.2
2592,2803,82,2025-09-20,1,23900.14,23900.14
2593,3394,72,2025-07-31,2,15015.13,30030.26
2594,222,43,2025-09-26,4,20477.25,81909.0
2595,3946,46,2026-05-30,1,10101.66,10101.66
2596,3413,22,2026-01-27,1,26836.66,26836.66
2597,2536,50,2026-07-16,1,37746.1,37746.1
2598,4868,35,2025-04-02,2,23136.19,46272.38
2599,75,73,2025-01-03,1,14958.13,14958.13
2600,1375,15,2025-04-18,3,20590.51,61771.53
2601,594,96,2025-04-19,3,33224.76,99674.28
2602,2685,50,2025-02-08,2,37746.1,75492.2
2603,4505,3,2025-10-23,1,25357.17,25357.17
2604,2388,17,2025-09-10,2,15039.39,30078.78
2605,2052,38,2026-02-24,4,34408.99,137635.96
2606,3067,92,2026-05-26,2,42999.84,85999.68
2607,2762,24,2025-11-08,2,45641.76,91283.52
2608,947,22,2025-08-07,3,26836.66,80509.98
2609,50,61,2026-05-11,4,20202.33,80809.32
2610,3472,16,2025-04-20,2,43840.44,87680.88
2611,3304,64,2025-05-12,2,14413.18,28826.36
2612,343,56,2025-04-02,1,26475.7,26475.7
2613,2148,11,2025-03-27,2,43706.96,87413.92
2614,2596,87,2025-09-07,3,16071.12,48213.36
2615,2289,20,2025-03-24,4,28988.14,115952.56
2616,4570,76,2025-07-07,1,245.11,245.11
2617,1327,90,2025-02-12,2,7489.38,14978.76
2618,1199,93,2025-03-29,3,12961.5,38884.5
2619,4684,35,2025-01-15,1,23136.19,23136.19
2620,806,17,2026-06-05,3,15039.39,45118.17
2621,2324,29,2025-07-06,2,49931.14,99862.28
2622,4373,48,2026-06-15,2,8037.45,16074.9
2623,4100,55,2025-02-12,2,13367.33,26734.66
2624,519,42,2025-05-16,1,8523.29,8523.29
2625,3285,61,2026-03-07,2,20202.33,40404.66
2626,4844,17,2025-06-02,4,15039.39,60157.56
2627,3262,15,2025-02-09,2,20590.51,41181.02
2628,2627,10,2025-03-18,2,2693.21,5386.42
2629,3133,18,2025-11-09,3,791.19,2373.57
2630,575,65,2026-05-07,2,42241.64,84483.28
2631,1188,34,2026-01-27,4,660.78,2643.12
2632,3730,96,2026-01-07,4,33224.76,132899.04
2633,3713,3,2025-05-07,3,25357.17,76071.51
2634,52,46,2026-04-09,2,10101.66,20203.32
2635,2544,24,2025-06-14,4,45641.76,182567.04
2636,4336,34,2026-05-31,1,660.78,660.78
2637,3724,86,2025-08-27,1,16295.06,16295.06
2638,3899,17,2026-07-19,3,15039.39,45118.17
2639,3560,50,2026-08-03,4,37746.1,150984.4
2640,819,48,2025-03-11,2,8037.45,16074.9
2641,1477,2,2026-01-31,3,14385.66,43156.98
2642,3834,28,2025-03-15,3,47465.8,142397.4
2643,4307,92,2026-08-28,4,42999.84,171999.36
2644,1614,49,2025-12-20,3,33614.54,100843.62
2645,1762,38,2025-05-23,3,34408.99,103226.97
2646,4037,45,2026-04-08,2,26833.09,53666.18
2647,4972,95,2025-05-26,4,43589.34,174357.36
2648,999,13,2026-08-07,4,12485.08,49940.32
2649,1417,96,2025-03-11,3,33224.76,99674.28
2650,977,82,2025-06-11,1,23900.14,23900.14
2651,1248,31,2026-02-06,3,36403.6,109210.8
2652,4763,47,2025-07-11,2,25518.62,51037.24
2653,3228,80,2025-02-10,1,12028.3,12028.3
2654,4974,30,2025-08-13,3,11923.28,35769.84
2655,1900,79,2026-06-09,2,5403.22,10806.44
2656,2410,41,2025-12-19,3,15185.77,45557.31
2657,265,12,2026-04-08,3,3962.61,11887.83
2658,4337,26,2025-05-26,1,23214.6,23214.6
2659,3245,40,2025-12-02,2,28082.68,56165.36
2660,4201,1,2026-06-23,3,9860.9,29582.7
2661,468,47,2026-07-21,4,25518.62,102074.48
2662,3862,7,2025-03-19,3,29152.05,87456.15
2663,4466,45,2026-08-04,4,26833.09,107332.36
2664,139,30,2025-11-26,2,11923.28,23846.56
2665,242,58,2025-10-15,2,46232.85,92465.7
2666,2425,90,2025-10-03,3,7489.38,22468.14
2667,996,21,2026-08-28,2,18921.73,37843.46
2668,1217,49,2025-07-14,4,33614.54,134458.16
2669,3207,54,2026-03-19,3,29989.49,89968.47
2670,2222,8,2026-04-15,1,39083.12,39083.12
2671,1982,53,2025-09-23,1,3729.41,3729.41
2672,4048,93,2026-06-30,4,12961.5,51846.0
2673,4058,32,2026-04-18,2,19025.95,38051.9
2674,1870,79,2025-06-16,4,5403.22,21612.88
2675,2997,36,2025-05-21,1,24519.08,24519.08
2676,3936,27,2026-01-18,2,27547.37,55094.74
2677,3445,19,2025-10-03,4,15172.65,60690.6
2678,527,95,2025-02-22,3,43589.34,130768.02
2679,2579,56,2026-06-06,4,26475.7,105902.8
2680,1297,75,2026-05-08,1,11645.34,11645.34
2681,370,9,2025-10-05,2,9750.32,19500.64
2682,4687,26,2026-03-28,1,23214.6,23214.6
2683,2024,14,2025-11-03,3,34826.88,104480.64
2684,4907,65,2025-06-13,2,42241.64,84483.28
2685,3828,67,2026-01-12,4,41467.62,165870.48
2686,3664,78,2025-11-06,2,8725.0,17450.0
2687,3654,34,2025-02-04,3,660.78,1982.34
2688,1254,35,2026-05-05,3,23136.19,69408.57
2689,1950,34,2026-02-28,1,660.78,660.78
2690,1239,68,2025-03-18,2,41179.83,82359.66
2691,4312,31,2025-01-01,3,36403.6,109210.8
2692,4700,26,2025-09-05,2,23214.6,46429.2
2693,1959,3,2026-07-31,4,25357.17,101428.68
2694,526,48,2026-02-16,2,8037.45,16074.9
2695,3916,12,2026-03-24,2,3962.61,7925.22
2696,2285,24,2025-08-12,2,45641.76,91283.52
2697,3936,70,2025-05-21,2,35116.83,70233.66
2698,219,51,2025-05-06,2,5697.63,11395.26
2699,2060,26,2025-12-22,4,23214.6,92858.4
2700,1883,69,2026-01-16,4,9605.74,38422.96
2701,778,43,2026-02-11,3,20477.25,61431.75
2702,3541,78,2025-01-14,4,8725.0,34900.0
2703,3154,47,2026-05-16,2,25518.62,51037.24
2704,370,33,2026-08-14,2,603.79,1207.58
2705,2893,32,2025-03-02,1,19025.95,19025.95
2706,1677,2,2026-07-11,3,14385.66,43156.98
2707,3442,46,2026-04-14,1,10101.66,10101.66
2708,1470,71,2025-06-03,2,14674.02,29348.04
2709,4650,94,2025-07-15,1,19133.71,19133.71
2710,3449,4,2026-04-03,1,26660.27,26660.27
2711,510,72,2025-01-28,3,15015.13,45045.39
2712,4269,87,2025-02-14,2,16071.12,32142.24
2713,4280,86,2025-10-30,4,16295.06,65180.24
2714,4337,71,2026-06-19,3,14674.02,44022.06
2715,989,69,2026-01-17,2,9605.74,19211.48
2716,2222,7,2025-12-31,1,29152.05,29152.05
2717,1419,21,2025-04-05,2,18921.73,37843.46
2718,3807,91,2025-06-23,3,9608.7,28826.1
2719,1416,63,2025-11-28,1,38903.86,38903.86
2720,3039,37,2025-12-22,4,1323.97,5295.88
2721,4806,98,2025-10-17,2,34248.24,68496.48
2722,4575,38,2025-07-24,1,34408.99,34408.99
2723,2510,61,2026-06-12,3,20202.33,60606.99
2724,3237,51,2025-07-16,3,5697.63,17092.89
2725,2068,6,2026-03-19,3,39609.37,118828.11
2726,2224,22,2025-07-12,1,26836.66,26836.66
2727,4040,45,2025-06-24,2,26833.09,53666.18
2728,1363,86,2025-12-16,3,16295.06,48885.18
2729,4391,16,2025-04-02,1,43840.44,43840.44
2730,4872,84,2025-12-11,2,48534.55,97069.1
2731,3595,9,2026-02-08,3,9750.32,29250.96
2732,541,99,2025-08-27,1,1180.22,1180.22
2733,4160,71,2026-05-18,3,14674.02,44022.06
2734,4889,76,2026-07-27,3,245.11,735.33
2735,4906,22,2026-03-16,4,26836.66,107346.64
2736,2794,56,2026-08-27,4,26475.7,105902.8
2737,3150,6,2025-04-16,1,39609.37,39609.37
2738,1193,2,2026-07-31,3,14385.66,43156.98
2739,2963,95,2025-02-18,4,43589.34,174357.36
2740,87,26,2025-03-18,2,23214.6,46429.2
2741,1167,24,2026-07-28,4,45641.76,182567.04
2742,2891,43,2026-08-14,4,20477.25,81909.0
2743,1992,2,2025-04-21,2,14385.66,28771.32
2744,142,3,2025-07-02,3,25357.17,76071.51
2745,3409,85,2025-08-14,2,35859.94,71719.88
2746,3036,4,2026-02-07,3,26660.27,79980.81
2747,607,10,2026-06-20,4,2693.21,10772.84
2748,4666,35,2025-04-01,1,23136.19,23136.19
2749,3957,95,2025-08-23,4,43589.34,174357.36
2750,1271,95,2025-03-31,1,43589.34,43589.34
2751,2823,87,2026-03-08,2,16071.12,32142.24
2752,4495,44,2026-04-19,3,11767.21,35301.63
2753,4814,2,2026-04-06,1,14385.66,14385.66
2754,155,49,2025-01-14,3,33614.54,100843.62
2755,1681,69,2026-07-13,1,9605.74,9605.74
2756,2020,86,2025-10-04,4,16295.06,65180.24
2757,4024,5,2026-03-27,1,40317.93,40317.93
2758,2985,86,2025-01-16,4,16295.06,65180.24
2759,767,15,2026-04-30,2,20590.51,41181.02
2760,2039,23,2026-06-21,4,43854.59,175418.36
2761,589,7,2025-10-24,1,29152.05,29152.05
2762,2382,16,2026-05-26,2,43840.44,87680.88
2763,48,59,2025-03-13,3,27544.34,82633.02
2764,30,40,2026-01-14,4,28082.68,112330.72
2765,4132,22,2026-01-24,2,26836.66,53673.32
2766,1524,81,2026-03-02,2,19119.05,38238.1
2767,2703,79,2026-08-20,3,5403.22,16209.66
