customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
1136,101,12,793149.75,1,3,4,8,Medium Value
1137,74,11,662415.29,2,3,3,8,Medium Value
1138,91,6,379659.74,1,1,1,3,Low Value
1139,9,10,616967.26,4,2,3,9,Medium Value
1140,38,10,338488.05,3,2,1,6,Low Value
1141,19,9,572236.32,3,2,3,8,Medium Value
1142,99,8,505451.19,1,1,2,4,Low Value
1143,85,9,390958.54,1,2,1,4,Low Value
1144,4,15,833375.19,4,4,4,12,High Value
1145,13,16,1063607.63,4,4,4,12,High Value
1146,9,9,411933.47,4,2,1,7,Medium Value
1147,65,9,368555.53,2,2,1,5,Low Value
1148,34,12,625952.93,3,3,3,9,Medium Value
1149,51,11,771067.29,2,3,4,9,Medium Value
1150,42,9,380247.18,2,2,1,5,Low Value
1151,12,6,224404.38,4,1,1,6,Low Value
1152,51,5,230071.05,2,1,1,4,Low Value
1153,17,11,669911.32,4,3,3,10,High Value
1154,4,12,1033143.9,4,3,4,11,High Value
1155,35,9,486874.97,3,2,2,7,Medium Value
1156,92,8,362912.83999999997,1,1,1,3,Low Value
1157,67,10,601755.23,2,2,3,7,Medium Value
1158,104,8,861929.9500000001,1,1,4,6,Low Value
1159,89,7,612126.03,1,1,3,5,Low Value
1160,64,4,170722.66,2,1,1,4,Low Value
1161,38,9,479921.06,3,2,2,7,Medium Value
1162,11,10,488315.68,4,2,2,8,Medium Value
1163,56,4,353835.81999999995,2,1,1,4,Low Value
1164,71,10,386528.39,2,2,1,5,Low Value
1165,20,9,438854.88,3,2,2,7,Medium Value
1166,131,9,503947.49,1,2,2,5,Low Value
1167,37,10,644074.12,3,2,3,8,Medium Value
1168,67,5,205716.22999999998,2,1,1,4,Low Value
1169,21,8,404129.32,3,1,1,5,Low Value
1170,6,13,557461.9,4,4,2,10,High Value
1171,15,12,843629.69,4,3,4,11,High Value
1172,55,10,643455.62,2,2,3,7,Medium Value
1173,4,16,1011597.91,4,4,4,12,High Value
1174,111,8,408710.33999999997,1,1,1,3,Low Value
1175,52,7,260308.75,2,1,1,4,Low Value
1176,111,4,253928.88,1,1,1,3,Low Value
1177,24,15,902126.9,3,4,4,11,High Value
1178,25,16,1051441.67,3,4,4,11,High Value
1179,167,6,271922.25,1,1,1,3,Low Value
1180,43,11,716653.78,2,3,3,8,Medium Value
1181,12,9,417681.72,4,2,2,8,Medium Value
1182,19,8,501387.08,3,1,2,6,Low Value
1183,23,8,479091.82,3,1,2,6,Low Value
1184,123,9,448385.32,1,2,2,5,Low Value
1185,6,10,787532.64,4,2,4,10,High Value
1186,69,14,1120084.95,2,4,4,10,High Value
1187,8,15,1226866.87,4,4,4,12,High Value
1188,30,8,296222.9,3,1,1,5,Low Value
1189,80,6,401696.78,2,1,1,4,Low Value
1190,45,9,394105.54000000004,2,2,1,5,Low Value
1191,74,16,1127405.21,2,4,4,10,High Value
1192,124,8,520932.92,1,1,2,4,Low Value
1193,66,11,534384.92,2,3,2,7,Medium Value
1194,142,6,434003.57,1,1,2,4,Low Value
1195,243,12,704432.95,1,3,3,7,Medium Value
1196,16,8,281105.57,4,1,1,6,Low Value
1197,55,10,680084.71,2,2,3,7,Medium Value
1198,123,9,507829.65,1,2,2,5,Low Value
1199,19,11,702273.1599999999,3,3,3,9,Medium Value
1200,52,5,373473.8,2,1,1,4,Low Value
1201,86,8,503469.41000000003,1,1,2,4,Low Value
1202,204,7,367068.26,1,1,1,3,Low Value
1203,78,8,763214.64,2,1,4,7,Medium Value
1204,72,13,512027.54,2,4,2,8,Medium Value
1205,135,8,477976.9,1,1,2,4,Low Value
1206,77,10,326310.94,2,2,1,5,Low Value
1207,87,8,395897.5,1,1,1,3,Low Value
1208,31,9,694558.13,3,2,3,8,Medium Value
1209,43,15,496427.25,2,4,2,8,Medium Value
1210,16,12,432269.53,4,3,2,9,Medium Value
1211,17,14,836032.06,4,4,4,12,High Value
1212,200,2,35585.200000000004,1,1,1,3,Low Value
1213,18,10,721213.31,3,2,3,8,Medium Value
1214,28,8,301036.53,3,1,1,5,Low Value
1215,32,8,468460.3,3,2,2,7,Medium Value
1216,71,6,433041.18,2,1,2,5,Low Value
1217,25,14,1187999.58,3,4,4,11,High Value
1218,8,10,664469.03,4,2,3,9,Medium Value
1219,130,11,581424.46,1,3,3,7,Medium Value
1220,54,3,146007.93,2,1,1,4,Low Value
1221,7,12,851346.04,4,3,4,11,High Value
1222,4,8,593494.8300000001,4,2,3,9,Medium Value
1223,81,13,618262.47,2,4,3,9,Medium Value
1224,54,9,487436.18,2,2,2,6,Low Value
1225,44,12,916154.3,2,3,4,9,Medium Value
1226,20,14,779854.51,3,4,4,11,High Value
1227,26,10,400885.24,3,2,1,6,Low Value
1228,6,6,595179.47,4,1,3,8,Medium Value
1229,36,6,431651.04000000004,3,1,2,6,Low Value
1230,60,8,251117.88999999998,2,2,1,5,Low Value
1231,159,8,419058.11,1,2,2,5,Low Value
1232,53,9,612998.17,2,2,3,7,Medium Value
1233,18,8,107494.85,3,2,1,6,Low Value
1234,59,9,421255.94,2,2,2,6,Low Value
1235,4,10,770348.81,4,2,4,10,High Value
1236,12,15,583508.83,4,4,3,11,High Value
1237,47,11,656580.99,2,3,3,8,Medium Value
1238,68,12,592814.55,2,3,3,8,Medium Value
1239,20,16,586018.34,3,4,3,10,High Value
1240,138,6,392309.93,1,1,1,3,Low Value
1241,49,8,323292.85000000003,2,2,1,5,Low Value
1242,150,9,403939.44,1,2,1,4,Low Value
1243,5,15,682639.53,4,4,3,11,High Value
1244,172,7,468665.45,1,1,2,4,Low Value
1245,6,13,637469.69,4,4,3,11,High Value
1246,53,11,877057.12,2,3,4,9,Medium Value
1247,15,7,388405.88,4,1,1,6,Low Value
1248,17,8,661484.01,4,2,3,9,Medium Value
1249,42,15,904031.16,2,4,4,10,High Value
1250,35,10,598008.08,3,2,3,8,Medium Value
1251,4,16,903788.54,4,4,4,12,High Value
1252,11,11,847831.25,4,3,4,11,High Value
1253,96,10,650305.17,1,2,3,6,Low Value
1254,224,5,367613.5,1,1,1,3,Low Value
1255,9,8,392197.26999999996,4,2,1,7,Medium Value
1256,45,9,682116.27,2,2,3,7,Medium Value
1257,26,18,1096975.38,3,4,4,11,High Value
1258,68,8,303958.17,2,2,1,5,Low Value
1259,74,8,429733.19,2,2,2,6,Low Value
1260,24,11,748532.3,3,3,4,10,High Value
1261,190,11,553958.22,1,3,2,6,Low Value
1262,30,10,649482.63,3,2,3,8,Medium Value
1263,20,9,743158.28,3,2,4,9,Medium Value
1264,6,12,585437.4,4,3,3,10,High Value
1265,34,8,195293.1,3,2,1,6,Low Value
1266,6,10,478194.91,4,2,2,8,Medium Value
1267,21,8,313505.35,3,2,1,6,Low Value
1268,255,6,313013.59,1,1,1,3,Low Value
1269,23,18,1313782.89,3,4,4,11,High Value
1270,101,13,691920.36,1,4,3,8,Medium Value
1271,323,6,393303.46,1,1,1,3,Low Value
1272,65,13,675709.34,2,4,3,9,Medium Value
1273,61,7,331047.27999999997,2,1,1,4,Low Value
1274,109,8,259701.07,1,2,1,4,Low Value
1275,19,12,725679.47,3,3,4,10,High Value
1276,156,8,402719.81,1,2,1,4,Low Value
1277,41,13,899223.65,2,4,4,10,High Value
1278,64,12,620060.8200000001,2,3,3,8,Medium Value
1279,20,6,462774.47,3,1,2,6,Low Value
1280,32,9,548883.11,3,2,2,7,Medium Value
1281,14,15,734299.47,4,4,4,12,High Value
1282,50,8,608228.36,2,2,3,7,Medium Value
1283,14,4,297354.0,4,1,1,6,Low Value
1284,17,7,381381.32999999996,4,1,1,6,Low Value
1285,24,16,682177.96,3,4,3,10,High Value
1286,59,6,311657.62,2,1,1,4,Low Value
1287,1,13,902488.09,4,4,4,12,High Value
1288,32,13,824204.23,3,4,4,11,High Value
1289,20,7,381327.17000000004,3,1,1,5,Low Value
1290,24,10,505350.24,3,2,2,7,Medium Value
1291,33,8,483479.9,3,2,2,7,Medium Value
1292,102,8,497900.71,1,2,2,5,Low Value
1293,20,8,488912.27999999997,3,2,2,7,Medium Value
1294,65,6,466190.8,2,1,2,5,Low Value
1295,116,12,544890.81,1,3,2,6,Low Value
1296,25,11,484875.9,3,3,2,8,Medium Value
1297,49,12,964542.3,2,3,4,9,Medium Value
1298,283,5,281877.83,1,1,1,3,Low Value
1299,2,11,855987.61,4,3,4,11,High Value
1300,37,16,853279.49,3,4,4,11,High Value
1301,139,8,610116.48,1,2,3,6,Low Value
1302,29,10,938713.37,3,2,4,9,Medium Value
1303,4,14,827990.75,4,4,4,12,High Value
1304,71,7,428696.31,2,1,2,5,Low Value
1305,30,8,700141.05,3,2,3,8,Medium Value
1306,36,10,440405.66,3,2,2,7,Medium Value
1307,145,9,574105.0700000001,1,2,3,6,Low Value
1308,7,17,1332251.27,4,4,4,12,High Value
1309,13,13,614902.55,4,4,3,11,High Value
1310,67,9,568601.2,2,2,3,7,Medium Value
1311,100,11,725398.16,1,3,4,8,Medium Value
1312,24,9,529265.02,3,2,2,7,Medium Value
1313,34,14,834744.6,3,4,4,11,High Value
1314,13,9,439187.86,4,2,2,8,Medium Value
1315,47,8,531330.29,2,2,2,6,Low Value
1316,1,14,807026.49,4,4,4,12,High Value
1317,17,10,649911.26,4,2,3,9,Medium Value
1318,8,11,795930.47,4,3,4,11,High Value
1319,54,12,650474.2000000001,2,3,3,8,Medium Value
1320,6,7,469250.11,4,1,2,7,Medium Value
1321,38,18,1009734.21,3,4,4,11,High Value
1322,32,11,458464.71,3,3,2,8,Medium Value
1323,19,6,264798.14,3,1,1,5,Low Value
1324,3,10,353954.04,4,2,1,7,Medium Value
1325,11,9,501628.68,4,2,2,8,Medium Value
1326,47,7,485396.52999999997,2,1,2,5,Low Value
1327,187,7,440025.58999999997,1,1,2,4,Low Value
1328,65,9,491938.15,2,2,2,6,Low Value
1329,84,10,608577.9299999999,1,2,3,6,Low Value
1330,95,9,377523.15,1,2,1,4,Low Value
1331,6,11,641970.72,4,3,3,10,High Value
1332,154,8,434175.91,1,2,2,5,Low Value
1333,35,12,756708.46,3,3,4,10,High Value
1334,13,13,699523.04,4,4,3,11,High Value
1335,46,8,456917.14,2,2,2,6,Low Value
1336,58,6,327398.91000000003,2,1,1,4,Low Value
1337,83,8,391819.1,1,2,1,4,Low Value
1338,256,9,431810.02999999997,1,2,2,5,Low Value
1339,18,14,1289935.03,3,4,4,11,High Value
1340,46,5,215869.49,2,1,1,4,Low Value
1341,78,12,581698.38,2,3,3,8,Medium Value
1342,52,12,377505.49,2,3,1,6,Low Value
1343,83,9,590346.4299999999,1,2,3,6,Low Value
1344,5,12,518639.06,4,3,2,9,Medium Value
1345,33,9,470699.87,3,2,2,7,Medium Value
1346,28,18,809426.7,3,4,4,11,High Value
1347,106,5,224283.02,1,1,1,3,Low Value
1348,33,11,587103.1799999999,3,3,3,9,Medium Value
1349,16,10,360930.55,4,2,1,7,Medium Value
1350,131,5,219275.8,1,1,1,3,Low Value
1351,4,13,901668.24,4,4,4,12,High Value
1352,55,15,754090.54,2,4,4,10,High Value
1353,4,9,501427.93,4,2,2,8,Medium Value
1354,2,14,844247.91,4,4,4,12,High Value
1355,125,13,866440.1799999999,1,4,4,9,Medium Value
1356,40,8,556741.32,3,2,2,7,Medium Value
1357,89,9,649532.5700000001,1,2,3,6,Low Value
1358,4,10,558651.15,4,2,3,9,Medium Value
1359,57,10,730295.24,2,2,4,8,Medium Value
1360,9,16,761139.72,4,4,4,12,High Value
1361,77,19,1305281.74,2,4,4,10,High Value
1362,5,8,252798.91,4,2,1,7,Medium Value
1363,120,9,483645.47,1,2,2,5,Low Value
1364,14,9,691171.23,4,2,3,9,Medium Value
1365,94,7,330796.07,1,1,1,3,Low Value
1366,59,14,787324.21,2,4,4,10,High Value
1367,39,12,510325.76,3,3,2,8,Medium Value
1368,74,11,520089.99,2,3,2,7,Medium Value
1369,31,13,739072.23,3,4,4,11,High Value
1370,243,8,465905.64999999997,1,2,2,5,Low Value
1371,11,8,433546.1,4,2,2,8,Medium Value
1372,16,15,680164.97,4,4,3,11,High Value
1373,105,3,206173.41999999998,1,1,1,3,Low Value
1374,50,7,519067.94999999995,2,1,2,5,Low Value
1375,158,6,286029.11,1,1,1,3,Low Value
1376,34,14,621190.4,3,4,3,10,High Value
1377,34,10,666227.64,3,2,3,8,Medium Value
1378,18,9,390001.60000000003,3,2,1,6,Low Value
1379,43,10,513888.38,2,2,2,6,Low Value
1380,30,12,688561.3,3,3,3,9,Medium Value
1381,19,9,309255.3,3,2,1,6,Low Value
1382,3,10,548079.39,4,2,2,8,Medium Value
1383,3,15,968741.89,4,4,4,12,High Value
1384,29,13,563757.79,3,4,3,10,High Value
1385,45,8,638226.97,2,2,3,7,Medium Value
1386,80,8,569257.77,2,2,3,7,Medium Value
1387,64,10,708178.0,2,2,3,7,Medium Value
1388,15,10,518567.75,4,2,2,8,Medium Value
1389,224,9,438810.50999999995,1,2,2,5,Low Value
1390,39,8,531075.64,3,2,2,7,Medium Value
1391,14,6,314789.75,4,1,1,6,Low Value
1392,31,8,506201.93,3,2,2,7,Medium Value
1393,14,13,635044.32,4,4,3,11,High Value
1394,6,12,786089.92,4,3,4,11,High Value
1395,173,14,1142328.77,1,4,4,9,Medium Value
1396,28,6,325479.79000000004,3,1,1,5,Low Value
1397,120,11,782663.1799999999,1,3,4,8,Medium Value
1398,9,14,980759.48,4,4,4,12,High Value
1399,58,5,320991.60000000003,2,1,1,4,Low Value
1400,57,11,473091.78,2,3,2,7,Medium Value
1401,6,11,646458.18,4,3,3,10,High Value
1402,41,16,1017940.54,2,4,4,10,High Value
1403,64,7,482129.39,2,1,2,5,Low Value
1404,1,16,693074.04,4,4,3,11,High Value
1405,24,6,291411.11,3,1,1,5,Low Value
1406,20,21,1253377.79,3,4,4,11,High Value
1407,141,4,298679.10000000003,1,1,1,3,Low Value
1408,122,5,426499.03,1,1,2,4,Low Value
1409,19,13,798990.98,3,4,4,11,High Value
1410,45,13,884164.78,2,4,4,10,High Value
1411,47,6,281956.32,2,1,1,4,Low Value
1412,3,9,344600.88,4,2,1,7,Medium Value
1413,40,7,413804.52,3,1,1,5,Low Value
1414,20,11,922687.71,3,3,4,10,High Value
1415,8,6,386592.30000000005,4,1,1,6,Low Value
1416,130,8,536368.72,1,2,2,5,Low Value
1417,7,14,550973.83,4,4,2,10,High Value
1418,138,16,644904.48,1,4,3,8,Medium Value
1419,9,16,667175.97,4,4,3,11,High Value
1420,17,13,892157.67,4,4,4,12,High Value
1421,109,10,933142.9299999999,1,2,4,7,Medium Value
1422,39,9,839822.35,3,2,4,9,Medium Value
1423,30,6,531837.15,3,1,2,6,Low Value
1424,28,12,443889.79,3,3,2,8,Medium Value
1425,75,6,500232.02999999997,2,1,2,5,Low Value
1426,4,12,565651.11,4,3,3,10,High Value
1427,194,6,547865.97,1,1,2,4,Low Value
1428,94,10,568968.01,1,2,3,6,Low Value
1429,51,9,705979.49,2,2,3,7,Medium Value
1430,15,11,525097.36,4,3,2,9,Medium Value
1431,182,6,217109.2,1,1,1,3,Low Value
1432,221,9,832128.76,1,2,4,7,Medium Value
1433,30,14,612973.29,3,4,3,10,High Value
1434,11,11,707076.66,4,3,3,10,High Value
1435,19,9,546945.78,3,2,2,7,Medium Value
1436,83,5,333939.81,1,1,1,3,Low Value
1437,3,15,661059.08,4,4,3,11,High Value
1438,83,12,561002.86,1,3,3,7,Medium Value
1439,1,11,425799.85,4,3,2,9,Medium Value
1440,4,12,579702.98,4,3,3,10,High Value
1441,12,8,434807.91000000003,4,2,2,8,Medium Value
1442,17,9,716005.54,4,2,3,9,Medium Value
1443,199,7,539546.6,1,1,2,4,Low Value
1444,165,6,359261.20999999996,1,1,1,3,Low Value
1445,48,9,672724.95,2,2,3,7,Medium Value
1446,20,12,974245.56,3,3,4,10,High Value
1447,51,20,1297838.58,2,4,4,10,High Value
1448,1,7,395452.83,4,1,1,6,Low Value
1449,25,7,340234.73,3,1,1,5,Low Value
1450,10,11,459722.39,4,3,2,9,Medium Value
1451,169,12,730481.05,1,3,4,8,Medium Value
1452,66,10,528027.34,2,2,2,6,Low Value
1453,2,11,865649.6900000001,4,3,4,11,High Value
1454,29,6,149658.05,3,1,1,5,Low Value
1455,40,11,533713.0800000001,3,3,2,8,Medium Value
1456,77,12,798635.87,2,3,4,9,Medium Value
1457,34,10,688522.6,3,2,3,8,Medium Value
1458,189,6,384632.36,1,1,1,3,Low Value
1459,101,10,545991.71,1,2,2,5,Low Value
1460,119,16,704605.97,1,4,3,8,Medium Value
1461,18,11,628110.12,3,3,3,9,Medium Value
1462,15,11,473732.19,4,3,2,9,Medium Value
1463,9,8,558472.3300000001,4,2,3,9,Medium Value
1464,24,10,469622.73000000004,3,2,2,7,Medium Value
1465,37,11,603349.99,3,3,3,9,Medium Value
1466,18,13,697699.38,3,4,3,10,High Value
1467,4,9,711603.59,4,2,3,9,Medium Value
1468,59,10,651641.85,2,2,3,7,Medium Value
1469,2,16,1105248.49,4,4,4,12,High Value
1470,96,6,194598.64,1,1,1,3,Low Value
1471,24,9,433690.99,3,2,2,7,Medium Value
1472,144,13,750000.9,1,4,4,9,Medium Value
1473,174,7,342971.85,1,1,1,3,Low Value
1474,13,10,501097.56,4,2,2,8,Medium Value
1475,6,8,435648.20999999996,4,2,2,8,Medium Value
1476,31,6,220559.81,3,1,1,5,Low Value
1477,100,9,401294.64,1,2,1,4,Low Value
1478,64,5,152552.44,2,1,1,4,Low Value
1479,191,10,658409.06,1,2,3,6,Low Value
1480,36,16,917884.97,3,4,4,11,High Value
1481,70,10,921814.9299999999,2,2,4,8,Medium Value
1482,33,9,457275.8,3,2,2,7,Medium Value
1483,43,13,758455.03,2,4,4,10,High Value
1484,19,6,435906.35,3,1,2,6,Low Value
1485,47,8,544028.6,2,2,2,6,Low Value
1486,48,10,453949.31,2,2,2,6,Low Value
1487,17,12,792801.17,4,3,4,11,High Value
1488,32,8,741289.72,3,2,4,9,Medium Value
1489,112,16,1025443.53,1,4,4,9,Medium Value
1490,98,10,578095.9400000001,1,2,3,6,Low Value
1491,74,7,226446.36,2,1,1,4,Low Value
1492,4,9,573615.48,4,2,3,9,Medium Value
1493,121,8,457824.05,1,2,2,5,Low Value
1494,8,9,633252.96,4,2,3,9,Medium Value
1495,46,13,570772.55,2,4,3,9,Medium Value
1496,6,10,339766.36,4,2,1,7,Medium Value
1497,122,11,567287.55,1,3,3,7,Medium Value
1498,6,15,1008295.23,4,4,4,12,High Value
1499,130,10,498851.77,1,2,2,5,Low Value
1500,22,9,630365.84,3,2,3,8,Medium Value
1501,140,12,797977.14,1,3,4,8,Medium Value
1502,13,11,483642.61,4,3,2,9,Medium Value
1503,39,10,633295.01,3,2,3,8,Medium Value
1504,144,5,430641.22,1,1,2,4,Low Value
1505,169,5,503149.86,1,1,2,4,Low Value
1506,12,10,539190.81,4,2,2,8,Medium Value
1507,128,9,439458.85,1,2,2,5,Low Value
1508,6,9,185212.16,4,2,1,7,Medium Value
1509,20,13,780812.09,3,4,4,11,High Value
1510,24,10,703620.3400000001,3,2,3,8,Medium Value
1511,104,11,494597.78,1,3,2,6,Low Value
1512,28,10,541583.3,3,2,2,7,Medium Value
1513,71,10,426806.13,2,2,2,6,Low Value
1514,22,7,343179.44,3,1,1,5,Low Value
1515,7,10,273237.27,4,2,1,7,Medium Value
1516,4,15,791189.29,4,4,4,12,High Value
1517,12,11,582210.53,4,3,3,10,High Value
1518,46,9,537306.35,2,2,2,6,Low Value
1519,11,7,294398.16000000003,4,1,1,6,Low Value
1520,122,5,250367.01,1,1,1,3,Low Value
1521,109,5,193661.43,1,1,1,3,Low Value
1522,1,15,961596.75,4,4,4,12,High Value
1523,7,11,722430.42,4,3,3,10,High Value
1524,10,15,763726.02,4,4,4,12,High Value
1525,12,4,246467.65000000002,4,1,1,6,Low Value
1526,112,10,332238.25,1,2,1,4,Low Value
1527,11,17,760878.47,4,4,4,12,High Value
1528,123,8,435750.13,1,2,2,5,Low Value
1529,3,9,427427.58,4,2,2,8,Medium Value
1530,27,13,1052577.95,3,4,4,11,High Value
1531,104,7,267347.24,1,1,1,3,Low Value
1532,13,14,1042781.44,4,4,4,12,High Value
1533,46,13,846879.83,2,4,4,10,High Value
1534,1,14,1076014.96,4,4,4,12,High Value
1535,17,11,501521.05,4,3,2,9,Medium Value
1536,6,14,742422.79,4,4,4,12,High Value
1537,19,4,236391.96,3,1,1,5,Low Value
1538,71,13,1037929.28,2,4,4,10,High Value
1539,22,12,567955.14,3,3,3,9,Medium Value
1540,26,4,233945.16,3,1,1,5,Low Value
1541,26,14,807718.1599999999,3,4,4,11,High Value
1542,15,7,702840.08,4,1,3,8,Medium Value
1543,30,18,1234093.76,3,4,4,11,High Value
1544,68,11,565573.91,2,3,3,8,Medium Value
1545,84,8,641920.67,1,2,3,6,Low Value
1546,22,16,1100649.56,3,4,4,11,High Value
1547,211,8,614185.01,1,2,3,6,Low Value
1548,26,16,1034863.11,3,4,4,11,High Value
1549,8,11,614791.27,4,3,3,10,High Value
1550,83,11,547648.78,1,3,2,6,Low Value
1551,100,8,476425.51999999996,1,2,2,5,Low Value
1552,35,10,819179.06,3,2,4,9,Medium Value
1553,14,9,399098.99,4,2,1,7,Medium Value
1554,23,18,1190798.25,3,4,4,11,High Value
1555,97,9,421189.0,1,2,2,5,Low Value
1556,51,12,883224.53,2,3,4,9,Medium Value
1557,111,11,736678.98,1,3,4,8,Medium Value
1558,176,11,570353.93,1,3,3,7,Medium Value
1559,15,13,712195.9400000001,4,4,3,11,High Value
1560,10,9,306039.98,4,2,1,7,Medium Value
1561,37,9,605743.4299999999,3,2,3,8,Medium Value
1562,75,12,739835.15,2,3,4,9,Medium Value
1563,30,9,436069.98,3,2,2,7,Medium Value
1564,11,7,247440.79,4,1,1,6,Low Value
1565,1,9,428320.74,4,2,2,8,Medium Value
1566,188,18,1351178.45,1,4,4,9,Medium Value
1567,169,7,342001.21,1,1,1,3,Low Value
1568,55,13,856135.65,2,4,4,10,High Value
1569,68,10,851110.9,2,2,4,8,Medium Value
1570,46,9,538583.67,2,2,2,6,Low Value
1571,143,9,504860.55,1,2,2,5,Low Value
1572,105,11,452739.67000000004,1,3,2,6,Low Value
1573,112,10,522529.88,1,2,2,5,Low Value
1574,9,14,926312.62,4,4,4,12,High Value
1575,52,8,290935.81,2,2,1,5,Low Value
1576,37,8,297006.62,3,2,1,6,Low Value
1577,9,10,582873.15,4,2,3,9,Medium Value
1578,29,6,397573.52,3,1,1,5,Low Value
1579,14,14,661177.15,4,4,3,11,High Value
1580,3,11,757598.6,4,3,4,11,High Value
1581,254,6,252592.66,1,1,1,3,Low Value
1582,74,9,266955.89,2,2,1,5,Low Value
1583,24,8,270463.13,3,2,1,6,Low Value
1584,82,7,406375.93,2,1,1,4,Low Value
1585,95,11,586020.64,1,3,3,7,Medium Value
1586,1,8,709009.99,4,2,3,9,Medium Value
1587,2,19,1063502.68,4,4,4,12,High Value
1588,121,8,355927.4,1,2,1,4,Low Value
1589,12,7,572229.47,4,1,3,8,Medium Value
1590,41,7,538777.73,2,1,2,5,Low Value
1591,20,8,311187.36,3,2,1,6,Low Value
1592,126,13,967666.12,1,4,4,9,Medium Value
1593,40,7,403360.33999999997,3,1,1,5,Low Value
1594,50,10,479060.23,2,2,2,6,Low Value
1595,161,8,505746.52,1,2,2,5,Low Value
1596,117,9,459486.28,1,2,2,5,Low Value
1597,1,13,1092115.38,4,4,4,12,High Value
1598,39,9,579110.65,3,2,3,8,Medium Value
1599,105,12,899326.0599999999,1,3,4,8,Medium Value
1600,144,7,467784.58999999997,1,1,2,4,Low Value
1601,21,12,743440.61,3,3,4,10,High Value
1602,15,13,763598.77,4,4,4,12,High Value
1603,40,12,792815.62,3,3,4,10,High Value
1604,201,4,324217.85000000003,1,1,1,3,Low Value
1605,16,13,677468.3,4,4,3,11,High Value
1606,10,12,555255.46,4,3,2,9,Medium Value
1607,261,6,191809.94,1,1,1,3,Low Value
1608,36,10,464080.31999999995,3,2,2,7,Medium Value
1609,15,12,923903.45,4,3,4,11,High Value
1610,69,6,304712.41,2,1,1,4,Low Value
1611,2,12,906071.64,4,3,4,11,High Value
1612,2,13,632361.28,4,4,3,11,High Value
1613,3,13,728814.7,4,4,4,12,High Value
1614,26,10,619316.88,3,3,3,9,Medium Value
1615,110,8,348698.49,1,2,1,4,Low Value
1616,116,13,449696.61,1,4,2,7,Medium Value
1617,173,12,416679.73,1,3,1,5,Low Value
1618,26,17,810899.17,3,4,4,11,High Value
1619,4,9,637736.5,4,2,3,9,Medium Value
1620,164,11,580034.24,1,3,3,7,Medium Value
1621,2,19,1395258.53,4,4,4,12,High Value
1622,175,12,560266.78,1,3,3,7,Medium Value
1623,80,14,622163.0499999999,2,4,3,9,Medium Value
1624,4,15,1025157.3,4,4,4,12,High Value
1625,30,12,607115.97,3,3,3,9,Medium Value
1626,11,9,379694.85000000003,4,2,1,7,Medium Value
1627,19,8,557675.65,3,2,3,8,Medium Value
1628,19,15,568235.51,3,4,3,10,High Value
1629,1,7,185257.12999999998,4,1,1,6,Low Value
1630,65,14,635415.29,2,4,3,9,Medium Value
1631,32,9,658904.79,3,2,3,8,Medium Value
1632,18,9,529650.87,3,2,2,7,Medium Value
1633,31,7,417779.17,3,1,2,6,Low Value
1634,222,8,299012.11,1,2,1,4,Low Value
1635,65,13,575106.17,2,4,3,9,Medium Value
1636,1,8,473531.81,4,2,2,8,Medium Value
1637,21,8,665005.84,3,2,3,8,Medium Value
1638,27,12,638990.1,3,3,3,9,Medium Value
1639,68,6,179513.09,2,1,1,4,Low Value
1640,6,11,621980.95,4,3,3,10,High Value
1641,70,8,391470.20999999996,2,2,1,5,Low Value
1642,50,5,313370.69,2,1,1,4,Low Value
1643,102,9,495884.70999999996,1,2,2,5,Low Value
1644,6,11,715114.66,4,3,3,10,High Value
1645,14,7,248900.4,4,1,1,6,Low Value
1646,63,9,458182.37,2,2,2,6,Low Value
1647,34,13,796802.29,3,4,4,11,High Value
1648,2,9,436480.12,4,2,2,8,Medium Value
1649,124,11,893921.3,1,3,4,8,Medium Value
1650,3,7,331309.14,4,1,1,6,Low Value
1651,7,10,727237.12,4,3,4,11,High Value
1652,227,7,485842.35,1,1,2,4,Low Value
1653,48,10,631051.02,2,3,3,8,Medium Value
1654,12,7,450515.45999999996,4,1,2,7,Medium Value
1655,18,17,916191.87,3,4,4,11,High Value
1656,12,7,268876.72,4,1,1,6,Low Value
1657,5,15,886081.73,4,4,4,12,High Value
1658,70,9,592171.31,2,2,3,7,Medium Value
1659,50,15,1104155.48,2,4,4,10,High Value
1660,111,9,510969.3,1,2,2,5,Low Value
1661,3,12,773964.12,4,3,4,11,High Value
1662,30,8,525018.01,3,2,2,7,Medium Value
1663,8,9,485723.63,4,2,2,8,Medium Value
1664,15,10,452662.52,4,3,2,9,Medium Value
1665,8,7,300245.91,4,1,1,6,Low Value
1666,21,16,866731.98,3,4,4,11,High Value
1667,2,13,744311.2000000001,4,4,4,12,High Value
1668,5,11,910963.37,4,3,4,11,High Value
1669,87,3,181304.46,1,1,1,3,Low Value
1670,24,6,205960.7,3,1,1,5,Low Value
1671,206,8,542140.5,1,2,2,5,Low Value
1672,86,11,707655.91,1,3,3,7,Medium Value
1673,26,12,640005.58,3,3,3,9,Medium Value
1674,38,4,100575.93999999999,3,1,1,5,Low Value
1675,36,14,627348.63,3,4,3,10,High Value
1676,3,14,786452.9600000001,4,4,4,12,High Value
1677,141,10,362433.78,1,3,1,5,Low Value
1678,314,8,452850.01,1,2,2,5,Low Value
1679,3,11,471040.20999999996,4,3,2,9,Medium Value
1680,63,8,474274.37,2,2,2,6,Low Value
