order_id,customer_id,product_id,order_date,quantity,price_order,total_amount,customer_name,age,city,gender,product_name,category,price_product,year,month,month_name,year_month
3238,2004,17,2025-05-04,3,15039.39,45118.17,Customer_2004,19,Mumbai,Female,Product_17,Sports,15039.39,2025,5,May,2025-05
3239,1818,52,2026-02-27,4,23496.56,93986.24,Customer_1818,37,Pune,Male,Product_52,Home,23496.56,2026,2,Feb,2026-02
3240,4533,69,2025-09-27,4,9605.74,38422.96,Customer_4533,62,Mumbai,Female,Product_69,Beauty,9605.74,2025,9,Sep,2025-09
3241,1106,68,2025-02-11,4,41179.83,164719.32,Customer_1106,22,Chennai,Male,Product_68,Home,41179.83,2025,2,Feb,2025-02
3242,4332,96,2025-04-18,2,33224.76,66449.52,Customer_4332,40,Hyderabad,Female,Product_96,Clothing,33224.76,2025,4,Apr,2025-04
3243,3923,49,2025-07-10,2,33614.54,67229.08,Customer_3923,30,Mumbai,Female,Product_49,Clothing,33614.54,2025,7,Jul,2025-07
3244,3286,9,2025-06-19,4,9750.32,39001.28,Customer_3286,26,Mumbai,Male,Product_9,Clothing,9750.32,2025,6,Jun,2025-06
3245,763,14,2025-11-20,3,34826.88,104480.64,Customer_763,57,Bangalore,Female,Product_14,Sports,34826.88,2025,11,Nov,2025-11
3246,2633,93,2025-06-25,1,12961.5,12961.5,Customer_2633,18,Bangalore,Female,Product_93,Beauty,12961.5,2025,6,Jun,2025-06
3247,3847,1,2025-10-04,2,9860.9,19721.8,Customer_3847,40,Bangalore,Female,Product_1,Clothing,9860.9,2025,10,Oct,2025-10
3248,4096,71,2025-06-12,2,14674.02,29348.04,Customer_4096,43,Chennai,Female,Product_71,Home,14674.02,2025,6,Jun,2025-06
3249,957,50,2025-12-08,2,37746.1,75492.2,Customer_957,19,Mumbai,Male,Product_50,Sports,37746.1,2025,12,Dec,2025-12
3250,835,1,2026-05-31,2,9860.9,19721.8,Customer_835,20,Bangalore,Male,Product_1,Clothing,9860.9,2026,5,May,2026-05
3251,880,98,2025-05-02,2,34248.24,68496.48,Customer_880,41,Hyderabad,Male,Product_98,Home,34248.24,2025,5,May,2025-05
3252,4668,16,2026-07-20,1,43840.44,43840.44,Customer_4668,53,Pune,Male,Product_16,Sports,43840.44,2026,7,Jul,2026-07
3253,4886,92,2025-11-17,3,42999.84,128999.52,Customer_4886,19,Bangalore,Female,Product_92,Home,42999.84,2025,11,Nov,2025-11
3254,1271,28,2026-03-08,3,47465.8,142397.4,Customer_1271,41,Pune,Female,Product_28,Clothing,47465.8,2026,3,Mar,2026-03
3255,3810,38,2025-08-11,1,34408.99,34408.99,Customer_3810,55,Bangalore,Male,Product_38,Clothing,34408.99,2025,8,Aug,2025-08
3256,1655,98,2025-09-08,2,34248.24,68496.48,Customer_1655,58,Delhi,Male,Product_98,Home,34248.24,2025,9,Sep,2025-09
3257,4538,86,2025-07-28,1,16295.06,16295.06,Customer_4538,23,Pune,Female,Product_86,Clothing,16295.06,2025,7,Jul,2025-07
3258,960,28,2026-02-01,2,47465.8,94931.6,Customer_960,28,Pune,Male,Product_28,Clothing,47465.8,2026,2,Feb,2026-02
3259,4910,95,2025-01-03,4,43589.34,174357.36,Customer_4910,47,Delhi,Female,Product_95,Electronics,43589.34,2025,1,Jan,2025-01
3260,677,82,2026-07-11,2,23900.14,47800.28,Customer_677,20,Delhi,Female,Product_82,Home,23900.14,2026,7,Jul,2026-07
3261,2325,17,2025-04-04,4,15039.39,60157.56,Customer_2325,21,Bangalore,Male,Product_17,Sports,15039.39,2025,4,Apr,2025-04
3262,174,22,2026-06-23,4,26836.66,107346.64,Customer_174,47,Chennai,Male,Product_22,Beauty,26836.66,2026,6,Jun,2026-06
3263,3983,19,2025-11-10,2,15172.65,30345.3,Customer_3983,53,Mumbai,Female,Product_19,Beauty,15172.65,2025,11,Nov,2025-11
3264,3507,87,2026-04-15,1,16071.12,16071.12,Customer_3507,64,Mumbai,Female,Product_87,Beauty,16071.12,2026,4,Apr,2026-04
3265,2219,56,2025-04-14,4,26475.7,105902.8,Customer_2219,51,Delhi,Male,Product_56,Clothing,26475.7,2025,4,Apr,2025-04
3266,415,53,2026-03-08,4,3729.41,14917.64,Customer_415,56,Delhi,Male,Product_53,Home,3729.41,2026,3,Mar,2026-03
3267,1250,55,2025-03-07,1,13367.33,13367.33,Customer_1250,40,Chennai,Male,Product_55,Home,13367.33,2025,3,Mar,2025-03
3268,1338,83,2026-01-07,4,2419.59,9678.36,Customer_1338,46,Pune,Male,Product_83,Home,2419.59,2026,1,Jan,2026-01
3269,1173,59,2026-06-18,1,27544.34,27544.34,Customer_1173,64,Hyderabad,Male,Product_59,Home,27544.34,2026,6,Jun,2026-06
3270,1555,8,2026-01-03,4,39083.12,156332.48,Customer_1555,54,Bangalore,Female,Product_8,Beauty,39083.12,2026,1,Jan,2026-01
3271,3573,70,2025-09-07,2,35116.83,70233.66,Customer_3573,20,Chennai,Female,Product_70,Sports,35116.83,2025,9,Sep,2025-09
3272,1282,87,2026-03-16,3,16071.12,48213.36,Customer_1282,35,Pune,Male,Product_87,Beauty,16071.12,2026,3,Mar,2026-03
3273,3031,93,2025-05-10,2,12961.5,25923.0,Customer_3031,57,Mumbai,Female,Product_93,Beauty,12961.5,2025,5,May,2025-05
3274,879,44,2026-01-30,2,11767.21,23534.42,Customer_879,31,Bangalore,Female,Product_44,Sports,11767.21,2026,1,Jan,2026-01
3275,2949,5,2026-04-01,3,40317.93,120953.79,Customer_2949,60,Chennai,Male,Product_5,Beauty,40317.93,2026,4,Apr,2026-04
3276,4435,99,2025-03-04,2,1180.22,2360.44,Customer_4435,40,Mumbai,Female,Product_99,Electronics,1180.22,2025,3,Mar,2025-03
3277,1739,26,2025-08-22,4,23214.6,92858.4,Customer_1739,64,Delhi,Male,Product_26,Home,23214.6,2025,8,Aug,2025-08
3278,1248,14,2026-08-23,4,34826.88,139307.52,Customer_1248,51,Pune,Female,Product_14,Sports,34826.88,2026,8,Aug,2026-08
3279,40,70,2026-07-15,1,35116.83,35116.83,Customer_40,38,Bangalore,Male,Product_70,Sports,35116.83,2026,7,Jul,2026-07
3280,4398,80,2025-12-12,3,12028.3,36084.9,Customer_4398,31,Bangalore,Female,Product_80,Electronics,12028.3,2025,12,Dec,2025-12
3281,2843,13,2025-02-24,3,12485.08,37455.24,Customer_2843,48,Mumbai,Female,Product_13,Electronics,12485.08,2025,2,Feb,2025-02
3282,2557,83,2026-07-03,2,2419.59,4839.18,Customer_2557,54,Pune,Female,Product_83,Home,2419.59,2026,7,Jul,2026-07
3283,3948,9,2025-10-30,4,9750.32,39001.28,Customer_3948,60,Bangalore,Female,Product_9,Clothing,9750.32,2025,10,Oct,2025-10
3284,3683,45,2026-01-23,2,26833.09,53666.18,Customer_3683,29,Mumbai,Female,Product_45,Home,26833.09,2026,1,Jan,2026-01
3285,4124,90,2025-04-26,3,7489.38,22468.14,Customer_4124,53,Chennai,Female,Product_90,Electronics,7489.38,2025,4,Apr,2025-04
3286,4811,59,2025-04-09,3,27544.34,82633.02,Customer_4811,64,Delhi,Male,Product_59,Home,27544.34,2025,4,Apr,2025-04
3287,1835,39,2025-04-27,1,14841.37,14841.37,Customer_1835,64,Chennai,Male,Product_39,Beauty,14841.37,2025,4,Apr,2025-04
3288,1095,8,2025-12-25,4,39083.12,156332.48,Customer_1095,50,Bangalore,Female,Product_8,Beauty,39083.12,2025,12,Dec,2025-12
3289,1333,67,2026-07-15,3,41467.62,124402.86,Customer_1333,39,Chennai,Male,Product_67,Clothing,41467.62,2026,7,Jul,2026-07
3290,1917,8,2025-07-15,3,39083.12,117249.36,Customer_1917,29,Pune,Female,Product_8,Beauty,39083.12,2025,7,Jul,2025-07
3291,3449,79,2026-05-05,2,5403.22,10806.44,Customer_3449,46,Delhi,Female,Product_79,Electronics,5403.22,2026,5,May,2026-05
3292,4941,21,2025-04-07,2,18921.73,37843.46,Customer_4941,38,Delhi,Male,Product_21,Electronics,18921.73,2025,4,Apr,2025-04
3293,3305,100,2026-06-13,3,36835.0,110505.0,Customer_3305,36,Hyderabad,Male,Product_100,Sports,36835.0,2026,6,Jun,2026-06
3294,4501,28,2025-10-12,1,47465.8,47465.8,Customer_4501,23,Delhi,Male,Product_28,Clothing,47465.8,2025,10,Oct,2025-10
3295,1549,18,2026-03-26,3,791.19,2373.57,Customer_1549,32,Mumbai,Female,Product_18,Home,791.19,2026,3,Mar,2026-03
3296,2397,34,2025-05-03,3,660.78,1982.34,Customer_2397,22,Hyderabad,Male,Product_34,Sports,660.78,2025,5,May,2025-05
3297,2705,10,2026-05-23,3,2693.21,8079.63,Customer_2705,38,Hyderabad,Male,Product_10,Sports,2693.21,2026,5,May,2026-05
3298,1009,76,2025-10-10,1,245.11,245.11,Customer_1009,26,Mumbai,Male,Product_76,Home,245.11,2025,10,Oct,2025-10
3299,1625,6,2025-07-22,4,39609.37,158437.48,Customer_1625,25,Pune,Female,Product_6,Beauty,39609.37,2025,7,Jul,2025-07
3300,4044,75,2025-02-20,2,11645.34,23290.68,Customer_4044,55,Mumbai,Female,Product_75,Clothing,11645.34,2025,2,Feb,2025-02
3301,4888,19,2026-06-12,3,15172.65,45517.95,Customer_4888,47,Pune,Female,Product_19,Beauty,15172.65,2026,6,Jun,2026-06
3302,4990,48,2025-07-12,1,8037.45,8037.45,Customer_4990,53,Mumbai,Male,Product_48,Home,8037.45,2025,7,Jul,2025-07
3303,4276,66,2026-03-23,3,21733.34,65200.02,Customer_4276,21,Mumbai,Male,Product_66,Sports,21733.34,2026,3,Mar,2026-03
3304,4270,72,2026-01-07,4,15015.13,60060.52,Customer_4270,55,Mumbai,Male,Product_72,Electronics,15015.13,2026,1,Jan,2026-01
3305,1574,79,2025-02-08,2,5403.22,10806.44,Customer_1574,60,Delhi,Male,Product_79,Electronics,5403.22,2025,2,Feb,2025-02
3306,2919,1,2025-02-05,4,9860.9,39443.6,Customer_2919,41,Chennai,Female,Product_1,Clothing,9860.9,2025,2,Feb,2025-02
3307,1228,35,2025-02-25,4,23136.19,92544.76,Customer_1228,36,Delhi,Male,Product_35,Home,23136.19,2025,2,Feb,2025-02
3308,996,86,2025-09-25,4,16295.06,65180.24,Customer_996,22,Chennai,Female,Product_86,Clothing,16295.06,2025,9,Sep,2025-09
3309,2759,48,2026-01-21,4,8037.45,32149.8,Customer_2759,56,Pune,Male,Product_48,Home,8037.45,2026,1,Jan,2026-01
3310,2383,71,2025-06-01,2,14674.02,29348.04,Customer_2383,33,Bangalore,Male,Product_71,Home,14674.02,2025,6,Jun,2025-06
3311,2575,23,2026-05-08,4,43854.59,175418.36,Customer_2575,38,Pune,Male,Product_23,Electronics,43854.59,2026,5,May,2026-05
3312,3570,52,2026-03-27,4,23496.56,93986.24,Customer_3570,62,Hyderabad,Male,Product_52,Home,23496.56,2026,3,Mar,2026-03
3313,1253,79,2025-03-15,4,5403.22,21612.88,Customer_1253,24,Delhi,Male,Product_79,Electronics,5403.22,2025,3,Mar,2025-03
3314,3313,28,2025-10-23,3,47465.8,142397.4,Customer_3313,46,Hyderabad,Male,Product_28,Clothing,47465.8,2025,10,Oct,2025-10
3315,3185,34,2025-01-11,2,660.78,1321.56,Customer_3185,18,Delhi,Female,Product_34,Sports,660.78,2025,1,Jan,2025-01
3316,1603,14,2025-12-03,2,34826.88,69653.76,Customer_1603,51,Pune,Female,Product_14,Sports,34826.88,2025,12,Dec,2025-12
3317,303,57,2026-05-30,2,25969.56,51939.12,Customer_303,31,Mumbai,Male,Product_57,Electronics,25969.56,2026,5,May,2026-05
3318,3925,34,2025-08-25,3,660.78,1982.34,Customer_3925,61,Delhi,Male,Product_34,Sports,660.78,2025,8,Aug,2025-08
3319,941,46,2025-10-31,3,10101.66,30304.98,Customer_941,23,Delhi,Male,Product_46,Beauty,10101.66,2025,10,Oct,2025-10
3320,3815,65,2026-03-27,4,42241.64,168966.56,Customer_3815,58,Bangalore,Female,Product_65,Beauty,42241.64,2026,3,Mar,2026-03
3321,3549,56,2025-11-17,3,26475.7,79427.1,Customer_3549,59,Pune,Female,Product_56,Clothing,26475.7,2025,11,Nov,2025-11
3322,3619,69,2025-04-07,1,9605.74,9605.74,Customer_3619,28,Bangalore,Female,Product_69,Beauty,9605.74,2025,4,Apr,2025-04
3323,1736,12,2025-04-07,1,3962.61,3962.61,Customer_1736,28,Chennai,Male,Product_12,Clothing,3962.61,2025,4,Apr,2025-04
3324,3253,58,2026-07-07,1,46232.85,46232.85,Customer_3253,42,Chennai,Male,Product_58,Home,46232.85,2026,7,Jul,2026-07
3325,3053,51,2026-01-28,1,5697.63,5697.63,Customer_3053,42,Hyderabad,Male,Product_51,Clothing,5697.63,2026,1,Jan,2026-01
3326,450,75,2025-06-29,1,11645.34,11645.34,Customer_450,39,Mumbai,Female,Product_75,Clothing,11645.34,2025,6,Jun,2025-06
3327,4593,80,2025-03-12,4,12028.3,48113.2,Customer_4593,63,Bangalore,Male,Product_80,Electronics,12028.3,2025,3,Mar,2025-03
3328,3419,77,2025-10-03,1,35818.8,35818.8,Customer_3419,35,Mumbai,Male,Product_77,Home,35818.8,2025,10,Oct,2025-10
3329,4839,56,2026-08-01,1,26475.7,26475.7,Customer_4839,19,Chennai,Female,Product_56,Clothing,26475.7,2026,8,Aug,2026-08
3330,2374,78,2026-05-07,2,8725.0,17450.0,Customer_2374,53,Bangalore,Male,Product_78,Beauty,8725.0,2026,5,May,2026-05
3331,4229,16,2025-03-25,4,43840.44,175361.76,Customer_4229,62,Chennai,Male,Product_16,Sports,43840.44,2025,3,Mar,2025-03
3332,3364,68,2025-05-09,3,41179.83,123539.49,Customer_3364,38,Bangalore,Female,Product_68,Home,41179.83,2025,5,May,2025-05
3333,2426,29,2025-07-11,2,49931.14,99862.28,Customer_2426,26,Bangalore,Female,Product_29,Clothing,49931.14,2025,7,Jul,2025-07
3334,3280,6,2025-06-29,2,39609.37,79218.74,Customer_3280,37,Delhi,Male,Product_6,Beauty,39609.37,2025,6,Jun,2025-06
3335,4436,54,2026-07-17,1,29989.49,29989.49,Customer_4436,36,Pune,Male,Product_54,Electronics,29989.49,2026,7,Jul,2026-07
3336,2461,63,2026-08-19,3,38903.86,116711.58,Customer_2461,38,Mumbai,Female,Product_63,Sports,38903.86,2026,8,Aug,2026-08
3337,1076,21,2025-12-18,3,18921.73,56765.19,Customer_1076,64,Pune,Male,Product_21,Electronics,18921.73,2025,12,Dec,2025-12
3338,95,64,2025-01-06,2,14413.18,28826.36,Customer_95,42,Chennai,Female,Product_64,Sports,14413.18,2025,1,Jan,2025-01
3339,2012,63,2026-05-12,1,38903.86,38903.86,Customer_2012,62,Bangalore,Male,Product_63,Sports,38903.86,2026,5,May,2026-05
3340,3367,42,2026-03-25,1,8523.29,8523.29,Customer_3367,58,Hyderabad,Male,Product_42,Electronics,8523.29,2026,3,Mar,2026-03
3341,1020,29,2025-01-28,3,49931.14,149793.42,Customer_1020,28,Chennai,Male,Product_29,Clothing,49931.14,2025,1,Jan,2025-01
3342,1107,64,2025-06-29,1,14413.18,14413.18,Customer_1107,46,Bangalore,Female,Product_64,Sports,14413.18,2025,6,Jun,2025-06
3343,1566,48,2025-01-22,3,8037.45,24112.35,Customer_1566,24,Delhi,Female,Product_48,Home,8037.45,2025,1,Jan,2025-01
3344,380,67,2025-06-03,3,41467.62,124402.86,Customer_380,52,Delhi,Female,Product_67,Clothing,41467.62,2025,6,Jun,2025-06
3345,2615,35,2026-03-02,3,23136.19,69408.57,Customer_2615,25,Bangalore,Male,Product_35,Home,23136.19,2026,3,Mar,2026-03
3346,22,40,2025-09-26,2,28082.68,56165.36,Customer_22,55,Hyderabad,Female,Product_40,Sports,28082.68,2025,9,Sep,2025-09
3347,1949,10,2026-05-03,3,2693.21,8079.63,Customer_1949,41,Mumbai,Female,Product_10,Sports,2693.21,2026,5,May,2026-05
3348,3724,76,2025-04-25,2,245.11,490.22,Customer_3724,48,Pune,Female,Product_76,Home,245.11,2025,4,Apr,2025-04
3349,176,96,2025-11-29,1,33224.76,33224.76,Customer_176,45,Pune,Male,Product_96,Clothing,33224.76,2025,11,Nov,2025-11
3350,3855,98,2026-04-26,2,34248.24,68496.48,Customer_3855,61,Delhi,Female,Product_98,Home,34248.24,2026,4,Apr,2026-04
3351,3741,37,2025-09-01,4,1323.97,5295.88,Customer_3741,34,Mumbai,Female,Product_37,Electronics,1323.97,2025,9,Sep,2025-09
3352,531,49,2025-08-23,1,33614.54,33614.54,Customer_531,62,Pune,Male,Product_49,Clothing,33614.54,2025,8,Aug,2025-08
3353,3672,48,2025-03-21,3,8037.45,24112.35,Customer_3672,33,Pune,Male,Product_48,Home,8037.45,2025,3,Mar,2025-03
3354,814,26,2025-11-19,1,23214.6,23214.6,Customer_814,22,Mumbai,Male,Product_26,Home,23214.6,2025,11,Nov,2025-11
3355,2255,79,2025-12-15,4,5403.22,21612.88,Customer_2255,18,Delhi,Female,Product_79,Electronics,5403.22,2025,12,Dec,2025-12
3356,165,86,2025-03-27,4,16295.06,65180.24,Customer_165,19,Chennai,Male,Product_86,Clothing,16295.06,2025,3,Mar,2025-03
3357,1781,49,2026-05-16,2,33614.54,67229.08,Customer_1781,18,Pune,Female,Product_49,Clothing,33614.54,2026,5,May,2026-05
3358,2332,5,2025-11-05,1,40317.93,40317.93,Customer_2332,63,Bangalore,Male,Product_5,Beauty,40317.93,2025,11,Nov,2025-11
3359,4624,4,2026-05-23,2,26660.27,53320.54,Customer_4624,39,Chennai,Male,Product_4,Sports,26660.27,2026,5,May,2026-05
3360,620,29,2026-07-06,4,49931.14,199724.56,Customer_620,62,Delhi,Male,Product_29,Clothing,49931.14,2026,7,Jul,2026-07
3361,3667,75,2026-06-22,4,11645.34,46581.36,Customer_3667,22,Chennai,Female,Product_75,Clothing,11645.34,2026,6,Jun,2026-06
3362,4454,67,2025-03-08,4,41467.62,165870.48,Customer_4454,22,Delhi,Female,Product_67,Clothing,41467.62,2025,3,Mar,2025-03
3363,2759,83,2025-12-08,3,2419.59,7258.77,Customer_2759,56,Pune,Male,Product_83,Home,2419.59,2025,12,Dec,2025-12
3364,2269,47,2025-11-13,2,25518.62,51037.24,Customer_2269,27,Pune,Male,Product_47,Clothing,25518.62,2025,11,Nov,2025-11
3365,2227,66,2026-04-18,4,21733.34,86933.36,Customer_2227,52,Pune,Female,Product_66,Sports,21733.34,2026,4,Apr,2026-04
3366,915,75,2025-07-30,2,11645.34,23290.68,Customer_915,58,Bangalore,Female,Product_75,Clothing,11645.34,2025,7,Jul,2025-07
3367,296,77,2025-01-17,1,35818.8,35818.8,Customer_296,52,Hyderabad,Male,Product_77,Home,35818.8,2025,1,Jan,2025-01
3368,29,72,2025-12-20,3,15015.13,45045.39,Customer_29,42,Pune,Male,Product_72,Electronics,15015.13,2025,12,Dec,2025-12
3369,1512,34,2026-08-16,2,660.78,1321.56,Customer_1512,19,Mumbai,Male,Product_34,Sports,660.78,2026,8,Aug,2026-08
3370,4339,34,2025-07-28,2,660.78,1321.56,Customer_4339,30,Chennai,Female,Product_34,Sports,660.78,2025,7,Jul,2025-07
3371,4203,71,2026-04-24,4,14674.02,58696.08,Customer_4203,51,Chennai,Female,Product_71,Home,14674.02,2026,4,Apr,2026-04
3372,1333,80,2026-06-09,2,12028.3,24056.6,Customer_1333,39,Chennai,Male,Product_80,Electronics,12028.3,2026,6,Jun,2026-06
3373,4621,65,2025-06-18,4,42241.64,168966.56,Customer_4621,28,Bangalore,Female,Product_65,Beauty,42241.64,2025,6,Jun,2025-06
3374,668,24,2025-06-03,4,45641.76,182567.04,Customer_668,36,Hyderabad,Male,Product_24,Sports,45641.76,2025,6,Jun,2025-06
3375,3349,34,2026-02-27,1,660.78,660.78,Customer_3349,52,Mumbai,Female,Product_34,Sports,660.78,2026,2,Feb,2026-02
3376,3518,5,2025-11-30,1,40317.93,40317.93,Customer_3518,44,Pune,Female,Product_5,Beauty,40317.93,2025,11,Nov,2025-11
3377,777,78,2025-03-02,3,8725.0,26175.0,Customer_777,47,Bangalore,Male,Product_78,Beauty,8725.0,2025,3,Mar,2025-03
3378,2990,8,2025-03-15,1,39083.12,39083.12,Customer_2990,41,Delhi,Male,Product_8,Beauty,39083.12,2025,3,Mar,2025-03
3379,4181,6,2025-05-05,3,39609.37,118828.11,Customer_4181,34,Pune,Male,Product_6,Beauty,39609.37,2025,5,May,2025-05
3380,4271,52,2025-04-19,3,23496.56,70489.68,Customer_4271,38,Delhi,Male,Product_52,Home,23496.56,2025,4,Apr,2025-04
3381,3744,55,2025-10-29,2,13367.33,26734.66,Customer_3744,33,Bangalore,Male,Product_55,Home,13367.33,2025,10,Oct,2025-10
3382,4797,80,2025-09-04,4,12028.3,48113.2,Customer_4797,62,Mumbai,Male,Product_80,Electronics,12028.3,2025,9,Sep,2025-09
3383,4769,90,2026-04-17,2,7489.38,14978.76,Customer_4769,18,Bangalore,Female,Product_90,Electronics,7489.38,2026,4,Apr,2026-04
3384,4029,39,2026-05-02,3,14841.37,44524.11,Customer_4029,27,Bangalore,Female,Product_39,Beauty,14841.37,2026,5,May,2026-05
3385,3703,40,2026-01-08,3,28082.68,84248.04,Customer_3703,54,Bangalore,Male,Product_40,Sports,28082.68,2026,1,Jan,2026-01
3386,4073,56,2026-05-17,1,26475.7,26475.7,Customer_4073,47,Pune,Male,Product_56,Clothing,26475.7,2026,5,May,2026-05
3387,3199,59,2025-01-12,2,27544.34,55088.68,Customer_3199,29,Delhi,Male,Product_59,Home,27544.34,2025,1,Jan,2025-01
3388,2380,57,2026-01-07,4,25969.56,103878.24,Customer_2380,33,Chennai,Male,Product_57,Electronics,25969.56,2026,1,Jan,2026-01
3389,319,24,2026-03-17,2,45641.76,91283.52,Customer_319,25,Pune,Female,Product_24,Sports,45641.76,2026,3,Mar,2026-03
3390,4368,38,2026-05-03,1,34408.99,34408.99,Customer_4368,46,Delhi,Male,Product_38,Clothing,34408.99,2026,5,May,2026-05
3391,4815,23,2026-05-26,2,43854.59,87709.18,Customer_4815,45,Mumbai,Female,Product_23,Electronics,43854.59,2026,5,May,2026-05
3392,1920,46,2025-07-10,3,10101.66,30304.98,Customer_1920,62,Bangalore,Female,Product_46,Beauty,10101.66,2025,7,Jul,2025-07
3393,1853,82,2026-07-31,3,23900.14,71700.42,Customer_1853,49,Chennai,Male,Product_82,Home,23900.14,2026,7,Jul,2026-07
3394,2708,91,2026-03-25,4,9608.7,38434.8,Customer_2708,63,Mumbai,Male,Product_91,Beauty,9608.7,2026,3,Mar,2026-03
3395,4815,71,2025-12-20,2,14674.02,29348.04,Customer_4815,45,Mumbai,Female,Product_71,Home,14674.02,2025,12,Dec,2025-12
3396,2249,85,2026-06-01,1,35859.94,35859.94,Customer_2249,59,Bangalore,Male,Product_85,Electronics,35859.94,2026,6,Jun,2026-06
3397,2034,14,2026-07-19,2,34826.88,69653.76,Customer_2034,37,Chennai,Female,Product_14,Sports,34826.88,2026,7,Jul,2026-07
3398,3680,67,2026-08-08,3,41467.62,124402.86,Customer_3680,59,Chennai,Male,Product_67,Clothing,41467.62,2026,8,Aug,2026-08
3399,3285,100,2026-06-21,2,36835.0,73670.0,Customer_3285,26,Hyderabad,Female,Product_100,Sports,36835.0,2026,6,Jun,2026-06
3400,2056,55,2025-04-30,3,13367.33,40101.99,Customer_2056,18,Mumbai,Male,Product_55,Home,13367.33,2025,4,Apr,2025-04
3401,4773,95,2026-04-23,2,43589.34,87178.68,Customer_4773,20,Hyderabad,Female,Product_95,Electronics,43589.34,2026,4,Apr,2026-04
3402,3783,54,2025-01-06,1,29989.49,29989.49,Customer_3783,45,Delhi,Male,Product_54,Electronics,29989.49,2025,1,Jan,2025-01
3403,873,66,2026-03-11,1,21733.34,21733.34,Customer_873,64,Mumbai,Male,Product_66,Sports,21733.34,2026,3,Mar,2026-03
3404,2726,77,2025-06-26,2,35818.8,71637.6,Customer_2726,40,Hyderabad,Male,Product_77,Home,35818.8,2025,6,Jun,2025-06
3405,1609,68,2026-05-16,4,41179.83,164719.32,Customer_1609,26,Bangalore,Male,Product_68,Home,41179.83,2026,5,May,2026-05
3406,1978,84,2025-10-15,1,48534.55,48534.55,Customer_1978,43,Bangalore,Male,Product_84,Clothing,48534.55,2025,10,Oct,2025-10
3407,3888,91,2026-07-09,2,9608.7,19217.4,Customer_3888,53,Delhi,Female,Product_91,Beauty,9608.7,2026,7,Jul,2026-07
3408,1506,13,2025-07-02,3,12485.08,37455.24,Customer_1506,35,Bangalore,Male,Product_13,Electronics,12485.08,2025,7,Jul,2025-07
3409,705,6,2025-06-17,2,39609.37,79218.74,Customer_705,30,Bangalore,Male,Product_6,Beauty,39609.37,2025,6,Jun,2025-06
3410,3590,68,2025-05-30,2,41179.83,82359.66,Customer_3590,30,Mumbai,Male,Product_68,Home,41179.83,2025,5,May,2025-05
3411,1724,94,2025-10-04,4,19133.71,76534.84,Customer_1724,39,Chennai,Female,Product_94,Clothing,19133.71,2025,10,Oct,2025-10
3412,349,9,2026-02-28,3,9750.32,29250.96,Customer_349,38,Mumbai,Male,Product_9,Clothing,9750.32,2026,2,Feb,2026-02
3413,2199,36,2025-08-27,3,24519.08,73557.24,Customer_2199,23,Hyderabad,Female,Product_36,Electronics,24519.08,2025,8,Aug,2025-08
3414,2454,71,2026-01-25,1,14674.02,14674.02,Customer_2454,23,Mumbai,Male,Product_71,Home,14674.02,2026,1,Jan,2026-01
3415,996,42,2025-12-15,2,8523.29,17046.58,Customer_996,22,Chennai,Female,Product_42,Electronics,8523.29,2025,12,Dec,2025-12
3416,902,8,2025-09-24,4,39083.12,156332.48,Customer_902,34,Pune,Male,Product_8,Beauty,39083.12,2025,9,Sep,2025-09
3417,1013,56,2025-05-16,3,26475.7,79427.1,Customer_1013,55,Bangalore,Female,Product_56,Clothing,26475.7,2025,5,May,2025-05
3418,1725,30,2026-06-12,3,11923.28,35769.84,Customer_1725,43,Chennai,Male,Product_30,Beauty,11923.28,2026,6,Jun,2026-06
3419,2683,90,2026-01-04,4,7489.38,29957.52,Customer_2683,19,Chennai,Male,Product_90,Electronics,7489.38,2026,1,Jan,2026-01
3420,644,12,2025-02-12,4,3962.61,15850.44,Customer_644,45,Mumbai,Male,Product_12,Clothing,3962.61,2025,2,Feb,2025-02
3421,1399,18,2025-10-27,1,791.19,791.19,Customer_1399,37,Hyderabad,Male,Product_18,Home,791.19,2025,10,Oct,2025-10
3422,632,13,2026-01-05,1,12485.08,12485.08,Customer_632,61,Chennai,Male,Product_13,Electronics,12485.08,2026,1,Jan,2026-01
3423,2938,38,2025-12-06,1,34408.99,34408.99,Customer_2938,59,Chennai,Female,Product_38,Clothing,34408.99,2025,12,Dec,2025-12
3424,2069,88,2026-05-04,1,22537.42,22537.42,Customer_2069,42,Chennai,Male,Product_88,Sports,22537.42,2026,5,May,2026-05
3425,148,77,2026-05-09,2,35818.8,71637.6,Customer_148,56,Chennai,Female,Product_77,Home,35818.8,2026,5,May,2026-05
3426,4615,19,2025-01-25,4,15172.65,60690.6,Customer_4615,54,Bangalore,Female,Product_19,Beauty,15172.65,2025,1,Jan,2025-01
3427,1849,16,2026-08-28,4,43840.44,175361.76,Customer_1849,58,Delhi,Female,Product_16,Sports,43840.44,2026,8,Aug,2026-08
3428,2711,17,2026-05-28,3,15039.39,45118.17,Customer_2711,49,Bangalore,Male,Product_17,Sports,15039.39,2026,5,May,2026-05
3429,289,68,2025-04-07,3,41179.83,123539.49,Customer_289,52,Bangalore,Male,Product_68,Home,41179.83,2025,4,Apr,2025-04
3430,2205,79,2025-06-28,4,5403.22,21612.88,Customer_2205,40,Mumbai,Male,Product_79,Electronics,5403.22,2025,6,Jun,2025-06
